ensembl_id	gene_name	gene_exon_size	mean_TPM
ENSG00000102743.13	SLC25A15	1837	19.729
ENSG00000122912.13	SLC25A16	7815	11.909
ENSG00000100372.13	SLC25A17	3989	21.977
ENSG00000182902.12	SLC25A18	4741	0.759
ENSG00000125454.10	SLC25A19	3316	13.266
ENSG00000120329.6	SLC25A2	1417	0.367
ENSG00000178537.8	SLC25A20	1982	64.962
ENSG00000183032.9	SLC25A21	5022	3.887
ENSG00000177542.9	SLC25A22	4647	7.425
ENSG00000125648.13	SLC25A23	4859	9.866
ENSG00000085491.14	SLC25A24	6548	13.518
ENSG00000148339.11	SLC25A25	4936	15.567
ENSG00000144741.16	SLC25A26	5850	66.826
ENSG00000153291.14	SLC25A27	3288	0.439
ENSG00000155287.9	SLC25A28	1755	105.312
ENSG00000197119.11	SLC25A29	7451	7.823
ENSG00000075415.11	SLC25A3	8896	119.944
ENSG00000174032.15	SLC25A30	6794	12.345
ENSG00000151475.5	SLC25A31	1841	1.706
ENSG00000164933.10	SLC25A32	3654	36.46
ENSG00000171612.6	SLC25A33	3854	15.56
ENSG00000162461.7	SLC25A34	3195	1.693
ENSG00000125434.9	SLC25A35	3897	38.498
ENSG00000114120.10	SLC25A36	9229	35.754
ENSG00000147454.12	SLC25A37	8147	7.756
ENSG00000144659.9	SLC25A38	2151	135.704
ENSG00000013306.14	SLC25A39	3526	54.412
ENSG00000151729.9	SLC25A4	4844	7.312
ENSG00000075303.11	SLC25A40	5081	14.091
ENSG00000181240.12	SLC25A41	1649	1.341
ENSG00000181035.12	SLC25A42	4519	7.567
ENSG00000077713.17	SLC25A43	3115	14.464
ENSG00000160785.12	SLC25A44	7293	15.455
ENSG00000162241.11	SLC25A45	7855	16.246
ENSG00000164209.15	SLC25A46	8283	16.087
ENSG00000140107.10	SLC25A47	1799	0.043
ENSG00000145832.11	SLC25A48	4966	0.38
ENSG00000224281.4	SLC25A5-AS1	3065	5.776
ENSG00000005022.5	SLC25A5	1500	343.884
ENSG00000145217.12	SLC26A1	4293	1.191
ENSG00000135502.15	SLC26A10	4276	0.042
ENSG00000181045.13	SLC26A11	4903	20.397
ENSG00000155850.7	SLC26A2	8606	4.647
ENSG00000091138.11	SLC26A3	3382	1.145
ENSG00000091137.10	SLC26A4	5800	0.389
ENSG00000170615.13	SLC26A5	3377	69.648
ENSG00000225697.9	SLC26A6	6373	19.241
ENSG00000147606.7	SLC26A7	6273	1.516
ENSG00000112053.12	SLC26A8	6036	1.335
ENSG00000174502.17	SLC26A9	5628	0.046
ENSG00000130304.15	SLC27A1	8249	3.169
ENSG00000140284.9	SLC27A2	2802	6.382
ENSG00000143554.12	SLC27A3	5470	27.354
ENSG00000167114.11	SLC27A4	3110	25.151
ENSG00000083807.8	SLC27A5	8025	5.21
ENSG00000113396.11	SLC27A6	3493	0.668
ENSG00000156222.10	SLC28A1	3445	0.238
ENSG00000137860.10	SLC28A2	5192	0.242
ENSG00000197506.7	SLC28A3	5063	1.079
ENSG00000112759.15	SLC29A1	3333	6.064
ENSG00000174669.10	SLC29A2	2720	15.562
ENSG00000198246.7	SLC29A3	2684	7.343
ENSG00000164638.9	SLC29A4	5811	0.29
ENSG00000117394.18	SLC2A1	4927	39.497
ENSG00000197496.5	SLC2A10	5000	0.281
ENSG00000133460.18	SLC2A11	8890	3.39
ENSG00000146411.5	SLC2A12	4468	3.334
ENSG00000151229.11	SLC2A13	10027	0.808
ENSG00000173262.10	SLC2A14	5575	2.45
ENSG00000163581.12	SLC2A2	3417	0.261
ENSG00000059804.14	SLC2A3	6159	238.093
ENSG00000181856.13	SLC2A4	4046	0.107
ENSG00000125520.12	SLC2A4RG	2244	58.372
ENSG00000142583.16	SLC2A5	6693	0.056
ENSG00000160326.12	SLC2A6	3540	18.347
ENSG00000197241.3	SLC2A7	1539	1.061
ENSG00000136856.16	SLC2A8	3928	4.225
ENSG00000109667.10	SLC2A9	6614	0.921
ENSG00000170385.9	SLC30A1	5474	4.117
ENSG00000196660.9	SLC30A10	5770	0.282
ENSG00000158014.13	SLC30A2	3498	0.135
ENSG00000115194.9	SLC30A3	5978	0.036
ENSG00000104154.6	SLC30A4	8073	1.706
ENSG00000145740.17	SLC30A5	5784	12.322
ENSG00000152683.13	SLC30A6	5410	15.807
ENSG00000162695.10	SLC30A7	8376	26.633
ENSG00000164756.11	SLC30A8	6279	0.276
ENSG00000014824.12	SLC30A9	7225	27.105
ENSG00000136868.10	SLC31A1	5127	7.571
ENSG00000136867.9	SLC31A2	2504	10.333
ENSG00000101438.3	SLC32A1	2574	0.006
ENSG00000169359.12	SLC33A1	9627	11.749
ENSG00000131183.9	SLC34A1	4529	0.136
ENSG00000157765.10	SLC34A2	4699	0.225
ENSG00000198569.8	SLC34A3	2303	0.278
ENSG00000164414.15	SLC35A1	1994	51.273
ENSG00000102100.13	SLC35A2	3222	18.045
ENSG00000117620.11	SLC35A3	6241	21.615
ENSG00000176087.13	SLC35A4	4023	41.751
ENSG00000138459.7	SLC35A5	4853	10.44
ENSG00000121073.12	SLC35B1	5919	12.638
ENSG00000157593.15	SLC35B2	2363	46.37
ENSG00000124786.9	SLC35B3	2137	14.302
ENSG00000205060.9	SLC35B4	7109	9.272
ENSG00000181830.8	SLC35C1	4505	8.626
ENSG00000080189.13	SLC35C2	7708	34.686
ENSG00000116704.7	SLC35D1	6162	16.191
ENSG00000130958.10	SLC35D2	2203	71.931
ENSG00000182747.4	SLC35D3	2359	0.015
ENSG00000127526.12	SLC35E1	7257	17.917
ENSG00000215790.5	SLC35E2	3264	66.13
ENSG00000189339.10	SLC35E2B	8395	30.101
ENSG00000175782.9	SLC35E3	19501	1.418
ENSG00000100036.12	SLC35E4	5531	11.769
ENSG00000196376.9	SLC35F1	4855	12.3
ENSG00000110660.13	SLC35F2	3717	15.594
ENSG00000183780.11	SLC35F3	3195	3.9
ENSG00000151812.13	SLC35F4	4240	1.049
ENSG00000115084.11	SLC35F5	7445	12.282
ENSG00000176273.13	SLC35G1	6829	0.499
ENSG00000164729.7	SLC35G3	2004	0.428
ENSG00000177710.5	SLC35G5	1321	1.196
ENSG00000259224.2	SLC35G6	1697	0.411
ENSG00000123643.11	SLC36A1	6980	7.153
ENSG00000186335.7	SLC36A2	4263	0.395
ENSG00000186334.8	SLC36A3	4575	0.418
ENSG00000180773.13	SLC36A4	9685	5.271
ENSG00000160190.12	SLC37A1	6814	15.086
ENSG00000134955.10	SLC37A2	6371	1.802
ENSG00000157800.16	SLC37A3	10588	9.74
ENSG00000137700.15	SLC37A4	6186	7.321
ENSG00000111371.14	SLC38A1	10015	135.466
ENSG00000157637.11	SLC38A10	7716	7.588
ENSG00000169507.8	SLC38A11	5552	0.85
ENSG00000134294.12	SLC38A2	6602	57.433
ENSG00000188338.13	SLC38A3	3968	0.24
ENSG00000139209.14	SLC38A4	4145	0.324
ENSG00000017483.13	SLC38A5	4014	26.201
ENSG00000139974.14	SLC38A6	5147	10.729
ENSG00000103042.7	SLC38A7	6991	3.396
ENSG00000166558.9	SLC38A8	1819	0.617
ENSG00000177058.10	SLC38A9	8823	10.469
ENSG00000143570.16	SLC39A1	3388	19.962
ENSG00000196950.12	SLC39A10	6917	36.699
ENSG00000133195.10	SLC39A11	5583	45.107
ENSG00000148482.10	SLC39A12	2808	1.011
ENSG00000165915.12	SLC39A13	4584	14.925
ENSG00000104635.12	SLC39A14	6942	5.109
ENSG00000165794.8	SLC39A2	1575	0.134
ENSG00000141873.9	SLC39A3	4552	1.433
ENSG00000147804.8	SLC39A4	5033	0.719
ENSG00000139540.10	SLC39A5	2903	2.023
ENSG00000141424.11	SLC39A6	3682	21.114
ENSG00000112473.15	SLC39A7	2845	66.16
ENSG00000138821.11	SLC39A8	6480	16.864
ENSG00000029364.10	SLC39A9	7136	19.014
ENSG00000138079.12	SLC3A1	6541	5.545
ENSG00000168003.15	SLC3A2	5178	18.589
ENSG00000138449.9	SLC40A1	4330	0.24
ENSG00000133065.9	SLC41A1	6357	14.517
ENSG00000136052.8	SLC41A2	5151	2.119
ENSG00000114544.14	SLC41A3	6592	16.052
ENSG00000149150.7	SLC43A1	3532	15.392
ENSG00000167703.13	SLC43A2	10606	2.49
ENSG00000134802.16	SLC43A3	4517	17.725
ENSG00000070214.14	SLC44A1	12172	3.967
ENSG00000129353.13	SLC44A2	5216	91.809
ENSG00000143036.15	SLC44A3	2869	1.456
ENSG00000204385.9	SLC44A4	3369	1.524
ENSG00000137968.15	SLC44A5	6299	3.223
ENSG00000162426.13	SLC45A1	2888	1.152
ENSG00000164175.13	SLC45A2	3267	0.447
ENSG00000158715.5	SLC45A3	3702	15.614
ENSG00000022567.8	SLC45A4	8608	0.597
ENSG00000076351.11	SLC46A1	7838	15.197
ENSG00000119457.7	SLC46A2	2502	3.679
ENSG00000139508.13	SLC46A3	3776	19.284
ENSG00000142494.12	SLC47A1	5719	0.848
ENSG00000180638.16	SLC47A2	6691	0.711
ENSG00000211584.12	SLC48A1	4921	7.918
ENSG00000004939.12	SLC4A1	5287	1.407
ENSG00000144290.15	SLC4A10	7550	2.692
ENSG00000088836.11	SLC4A11	4081	0.705
ENSG00000163798.12	SLC4A1AP	5207	23.755
ENSG00000164889.11	SLC4A2	7590	20.643
ENSG00000114923.15	SLC4A3	5091	0.927
ENSG00000080493.12	SLC4A4	8361	4.715
ENSG00000188687.14	SLC4A5	8025	39.729
ENSG00000033867.15	SLC4A7	9616	32.798
ENSG00000050438.15	SLC4A8	17980	0.799
ENSG00000113073.13	SLC4A9	3635	0.828
ENSG00000169241.16	SLC50A1	2340	38.524
ENSG00000100170.8	SLC5A1	5310	0.58
ENSG00000154025.14	SLC5A10	6451	5.749
ENSG00000158865.11	SLC5A11	3415	0.845
ENSG00000148942.13	SLC5A12	7544	0.138
ENSG00000140675.11	SLC5A2	4468	27.593
ENSG00000198743.5	SLC5A3	11574	1.703
ENSG00000100191.5	SLC5A4	2030	2.232
ENSG00000105641.3	SLC5A5	3652	2.298
ENSG00000138074.13	SLC5A6	5606	24.46
ENSG00000115665.7	SLC5A7	5168	0.184
ENSG00000256870.2	SLC5A8	4178	0.204
ENSG00000117834.11	SLC5A9	4535	0.221
ENSG00000157103.9	SLC6A1	4904	0.245
ENSG00000214617.8	SLC6A10P	4479	0.001
ENSG00000132164.8	SLC6A11	6700	0.409
ENSG00000111181.11	SLC6A12	5280	0.188
ENSG00000010379.14	SLC6A13	4243	0.209
ENSG00000268104.2	SLC6A14	4520	0.194
ENSG00000072041.15	SLC6A15	8781	0.273
ENSG00000063127.14	SLC6A16	3599	19.369
ENSG00000197106.6	SLC6A17	6644	0
ENSG00000164363.9	SLC6A18	2121	0.261
ENSG00000174358.14	SLC6A19	5276	0.085
ENSG00000103546.17	SLC6A2	5463	0.022
ENSG00000163817.14	SLC6A20	6651	0.155
ENSG00000142319.17	SLC6A3	4461	0.256
ENSG00000108576.8	SLC6A4	6983	0.391
ENSG00000165970.10	SLC6A5	7114	0.258
ENSG00000131389.15	SLC6A6	8254	38.817
ENSG00000011083.7	SLC6A7	4391	0.161
ENSG00000130821.14	SLC6A8	5498	0.955
ENSG00000196517.10	SLC6A9	5159	2.236
ENSG00000139514.11	SLC7A1	7692	14.597
ENSG00000130876.10	SLC7A10	3111	0.116
ENSG00000151012.12	SLC7A11	9645	1.252
ENSG00000164893.7	SLC7A13	2246	0.249
ENSG00000013293.5	SLC7A14	10459	0.6
ENSG00000003989.15	SLC7A2	7905	0.39
ENSG00000165349.10	SLC7A3	2265	0.136
ENSG00000099960.11	SLC7A4	2447	0.042
ENSG00000103257.7	SLC7A5	4745	27.95
ENSG00000260727.1	SLC7A5P1	537	0.274
ENSG00000258186.2	SLC7A5P2	536	47.815
ENSG00000103064.12	SLC7A6	7588	73.825
ENSG00000103061.10	SLC7A6OS	5234	36.706
ENSG00000155465.17	SLC7A7	5131	15.368
ENSG00000092068.17	SLC7A8	5991	0.07
ENSG00000021488.11	SLC7A9	2597	1.452
ENSG00000183023.17	SLC8A1	21922	2.243
ENSG00000118160.12	SLC8A2	5546	0.391
ENSG00000100678.17	SLC8A3	8444	0.484
ENSG00000090020.9	SLC9A1	5974	7.688
ENSG00000115616.2	SLC9A2	5984	0.653
ENSG00000066230.9	SLC9A3	2783	12.439
ENSG00000109062.8	SLC9A3R1	2315	377.517
ENSG00000065054.12	SLC9A3R2	3550	0.378
ENSG00000180251.4	SLC9A4	4478	0.242
ENSG00000135740.15	SLC9A5	5419	3.195
ENSG00000198689.8	SLC9A6	5200	27.857
ENSG00000065923.8	SLC9A7	10033	8.036
ENSG00000227825.4	SLC9A7P1	3311	0.265
ENSG00000197818.10	SLC9A8	6946	28.151
ENSG00000181804.13	SLC9A9	4087	86.011
ENSG00000164037.15	SLC9B1	2977	28.309
ENSG00000164038.13	SLC9B2	5374	7.441
ENSG00000084453.15	SLCO1A2	11520	0.198
ENSG00000134538.2	SLCO1B1	2229	1.682
ENSG00000111700.11	SLCO1B3	3542	4.036
ENSG00000205754.9	SLCO1B7	2681	5.332
ENSG00000139155.7	SLCO1C1	4860	0.261
ENSG00000174640.11	SLCO2A1	5283	0.487
ENSG00000137491.13	SLCO2B1	10351	0.194
ENSG00000176463.12	SLCO3A1	9435	37.735
ENSG00000101187.14	SLCO4A1	4051	1.46
ENSG00000173930.8	SLCO4C1	5334	13.607
ENSG00000137571.9	SLCO5A1	9992	10.1
ENSG00000205359.8	SLCO6A1	2952	1.459
ENSG00000249138.1	SLED1	751	1.933
ENSG00000172716.15	SLFN11	5982	48.679
ENSG00000172123.11	SLFN12	3560	10.977
ENSG00000205045.7	SLFN12L	4811	194.7
ENSG00000154760.12	SLFN13	9329	33.315
ENSG00000236320.3	SLFN14	2889	7.15
ENSG00000166750.8	SLFN5	10709	27.724
ENSG00000171790.14	SLFNL1	4310	1.163
ENSG00000119705.8	SLIRP	2631	29.886
ENSG00000187122.15	SLIT1	9103	1.466
ENSG00000248228.1	SLIT2-IT1	601	0.224
ENSG00000145147.18	SLIT2	9712	1.547
ENSG00000184347.13	SLIT3	14260	0.163
ENSG00000178235.7	SLITRK1	5189	0.052
ENSG00000185985.8	SLITRK2	7867	0.096
ENSG00000121871.3	SLITRK3	4892	0.029
ENSG00000179542.14	SLITRK4	8914	0.019
ENSG00000165300.7	SLITRK5	21103	0.002
ENSG00000184564.8	SLITRK6	4318	0.047
ENSG00000065613.12	SLK	7974	24.876
ENSG00000163681.13	SLMAP	14147	10.239
ENSG00000141391.12	SLMO1	2643	0.607
ENSG00000101166.14	SLMO2	2977	79.464
ENSG00000170290.3	SLN	906	0
ENSG00000124107.5	SLPI	596	0.135
ENSG00000137776.15	SLTM	8157	57.554
ENSG00000164609.8	SLU7	5082	6.29
ENSG00000126233.1	SLURP1	537	0.158
ENSG00000213599.8	SLX1A-SULT1A3	4611	2.589
ENSG00000132207.16	SLX1A	2464	0.752
ENSG00000188827.9	SLX4	8591	5.763
ENSG00000170365.8	SMAD1	6058	1.278
ENSG00000175387.14	SMAD2	36366	9.717
ENSG00000166949.14	SMAD3	9113	52.692
ENSG00000141646.12	SMAD4	13123	19.619
ENSG00000164621.5	SMAD5-AS1	1816	0.295
ENSG00000113658.15	SMAD5	8779	7.171
ENSG00000137834.13	SMAD6	8563	0.407
ENSG00000101665.7	SMAD7	3692	36.071
ENSG00000120693.12	SMAD9	5723	1.185
ENSG00000170545.15	SMAGP	3558	15.877
ENSG00000112305.13	SMAP1	4161	84.044
ENSG00000084070.10	SMAP2	3631	222.902
ENSG00000102038.14	SMARCA1	4363	0.432
ENSG00000080503.18	SMARCA2	7255	35.447
ENSG00000127616.16	SMARCA4	11067	5.564
ENSG00000153147.5	SMARCA5	8385	54.645
ENSG00000163104.16	SMARCAD1	6313	16.465
ENSG00000138375.11	SMARCAL1	5092	25.041
ENSG00000099956.16	SMARCB1	2481	22.176
ENSG00000173473.9	SMARCC1	7645	45.97
ENSG00000139613.10	SMARCC2	8555	62.451
ENSG00000066117.13	SMARCD1	5136	55.977
ENSG00000108604.14	SMARCD2	3734	64.441
ENSG00000082014.15	SMARCD3	5198	5.621
ENSG00000073584.17	SMARCE1	11022	33.914
ENSG00000072501.16	SMC1A	10484	29.135
ENSG00000077935.15	SMC1B	4253	6.393
ENSG00000136824.17	SMC2	6468	4.697
ENSG00000108055.9	SMC3	4275	53.641
ENSG00000113810.14	SMC4	8457	44.349
ENSG00000198887.8	SMC5	6637	23.576
ENSG00000163029.14	SMC6	9824	30.277
ENSG00000101596.13	SMCHD1	12210	115.081
ENSG00000163206.5	SMCP	775	0
ENSG00000226746.2	SMCR5	2844	0.108
ENSG00000176994.10	SMCR8	8279	17.169
ENSG00000100796.16	SMEK1	5912	19.199
ENSG00000275052.3	SMEK2	8217	4.299
ENSG00000157106.15	SMG1	25988	34.893
ENSG00000198952.8	SMG5	5304	59.288
ENSG00000070366.12	SMG6	10554	31.187
ENSG00000116698.19	SMG7	8317	53.122
ENSG00000167447.11	SMG8	3752	7.899
ENSG00000105771.12	SMG9	7927	16.091
ENSG00000172062.15	SMN1	3097	4.919
ENSG00000205571.11	SMN2	2999	8.17
ENSG00000119953.11	SMNDC1	5417	30.018
ENSG00000128602.8	SMO	4311	0.223
ENSG00000198732.9	SMOC1	4369	7.001
ENSG00000112562.17	SMOC2	4032	0.209
ENSG00000088826.16	SMOX	2946	0.899
ENSG00000166311.8	SMPD1	2750	31.392
ENSG00000135587.7	SMPD2	2014	16.967
ENSG00000103056.10	SMPD3	7166	3.482
ENSG00000136699.18	SMPD4	7375	13.072
ENSG00000172594.11	SMPDL3A	2349	2.118
ENSG00000130768.13	SMPDL3B	2670	0.714
ENSG00000091482.5	SMPX	1040	0.952
ENSG00000109208.4	SMR3A	665	0.404
ENSG00000171201.9	SMR3B	1436	0.218
ENSG00000102172.14	SMS	2160	91.684
ENSG00000183963.17	SMTN	10242	0.143
ENSG00000214872.7	SMTNL1	1649	20.554
ENSG00000188176.10	SMTNL2	2470	0.112
ENSG00000122692.8	SMU1	7122	41.551
ENSG00000123415.13	SMUG1	4981	9.02
ENSG00000198742.8	SMURF1	6276	46.67
ENSG00000108854.14	SMURF2	6961	34.094
ENSG00000115593.13	SMYD1	4600	0.561
ENSG00000143499.12	SMYD2	4889	35.641
ENSG00000186532.10	SMYD4	6777	4.858
ENSG00000135632.10	SMYD5	3380	30.225
ENSG00000124216.3	SNAI1	1686	11.207
ENSG00000019549.7	SNAI2	2282	0.061
ENSG00000185669.5	SNAI3	1732	10.222
ENSG00000092531.8	SNAP23	5900	39.01
ENSG00000132639.11	SNAP25	3357	1.053
ENSG00000099940.10	SNAP29	4953	26.897
ENSG00000143740.13	SNAP47	6580	17.942
ENSG00000065609.13	SNAP91	6651	0.54
ENSG00000023608.4	SNAPC1	2656	13.853
ENSG00000104976.10	SNAPC2	2000	11.793
ENSG00000164975.14	SNAPC3	6684	38.558
ENSG00000165684.3	SNAPC4	5010	12.507
ENSG00000174446.11	SNAPC5	2509	50.926
ENSG00000143553.9	SNAPIN	1544	27.122
ENSG00000145335.14	SNCA	4014	0.763
ENSG00000064692.17	SNCAIP	7325	0.089
ENSG00000074317.9	SNCB	2006	0.104
ENSG00000173267.12	SNCG	1247	0.14
ENSG00000279078.1	SND1-IT1	2481	1.859
ENSG00000197157.9	SND1	6500	96.027
ENSG00000162804.12	SNED1	13592	9.26
ENSG00000159210.8	SNF8	5270	41.07
ENSG00000255717.5	SNHG1	3756	175.461
ENSG00000247092.5	SNHG10	1945	11.305
ENSG00000174365.18	SNHG11	2813	12.331
ENSG00000197989.12	SNHG12	3377	53.353
ENSG00000232956.7	SNHG15	3647	107.195
ENSG00000242125.3	SNHG3	4088	85.628
ENSG00000281398.1	SNHG4	1926	7.408
ENSG00000203875.9	SNHG5	2794	292.388
ENSG00000245910.7	SNHG6	1247	311.078
ENSG00000233016.5	SNHG7	4345	14.527
ENSG00000269893.5	SNHG8	923	203.183
ENSG00000255198.4	SNHG9	551	22.65
ENSG00000163877.9	SNIP1	4888	23.36
ENSG00000184602.5	SNN	3312	0.857
ENSG00000206811.1	SNORA10	133	3033.107
ENSG00000221102.1	SNORA11B	129	9.997
ENSG00000221459.1	SNORA11C	129	0
ENSG00000221475.1	SNORA11D	128	0.047
ENSG00000221705.1	SNORA11E	128	0.047
ENSG00000238363.1	SNORA13	133	222.238
ENSG00000201643.1	SNORA14A	135	0.674
ENSG00000207181.1	SNORA14B	135	75.856
ENSG00000201544.1	SNORA16B	135	78.392
ENSG00000201998.1	SNORA23	182	14.997
ENSG00000272533.1	SNORA28	126	88.797
ENSG00000206910.1	SNORA29	140	115.573
ENSG00000206612.1	SNORA2A	135	49.157
ENSG00000207313.1	SNORA2B	137	47.874
ENSG00000221491.2	SNORA34	137	81.519
ENSG00000206948.1	SNORA36A	132	37.124
ENSG00000222370.1	SNORA36B	131	11.071
ENSG00000207016.1	SNORA36C	132	5.219
ENSG00000207233.1	SNORA37	129	31.432
ENSG00000200394.1	SNORA38B	131	71.865
ENSG00000238961.1	SNORA47	138	0.102
ENSG00000208892.1	SNORA49	136	17.092
ENSG00000199785.1	SNORA52	134	3626.648
ENSG00000212443.1	SNORA53	249	248.81
ENSG00000207008.1	SNORA54	123	15.947
ENSG00000201457.1	SNORA55	135	123.685
ENSG00000206693.1	SNORA56	129	52.448
ENSG00000266079.3	SNORA59B	701	5.369
ENSG00000206838.1	SNORA5A	134	41.542
ENSG00000200656.1	SNORA5B	132	39.547
ENSG00000201772.1	SNORA5C	137	35.373
ENSG00000206760.1	SNORA6	151	2093.882
ENSG00000278274.1	SNORA61	130	263.629
ENSG00000201302.1	SNORA65	130	4238.584
ENSG00000207523.1	SNORA66	133	2661.592
ENSG00000206937.1	SNORA70B	135	6.981
ENSG00000207268.1	SNORA70C	135	0
ENSG00000263666.1	SNORA70D	135	0.979
ENSG00000207221.1	SNORA70E	135	4.91
ENSG00000206869.1	SNORA70F	135	1.171
ENSG00000206650.1	SNORA70G	142	20.639
ENSG00000225091.3	SNORA71A	134	69.476
ENSG00000235408.4	SNORA71B	272	36.023
ENSG00000201512.1	SNORA71C	134	64.359
ENSG00000200354.1	SNORA71D	134	20.303
ENSG00000200959.1	SNORA74A	198	3.597
ENSG00000212402.1	SNORA74B	201	63.644
ENSG00000273587.1	SNORA78	127	63.524
ENSG00000207088.1	SNORA7B	139	24.378
ENSG00000206633.1	SNORA80B	136	33.917
ENSG00000239183.1	SNORA84	133	11.287
ENSG00000238917.1	SNORD10	142	653.486
ENSG00000207500.1	SNORD102	72	9891.482
ENSG00000199753.1	SNORD104	70	197.841
ENSG00000209645.1	SNORD105	85	35.719
ENSG00000238531.1	SNORD105B	79	70.372
ENSG00000221116.1	SNORD110	75	182.465
ENSG00000221514.1	SNORD111B	80	37.499
ENSG00000202191.1	SNORD113-1	69	0.037
ENSG00000212384.1	SNORD113-2	72	0.035
ENSG00000201672.1	SNORD113-4	75	0
ENSG00000272474.1	SNORD113-5	78	0
ENSG00000200215.3	SNORD113-6	75	0
ENSG00000200632.1	SNORD113-7	77	0
ENSG00000201950.1	SNORD113-9	72	0
ENSG00000199575.1	SNORD114-1	72	0
ENSG00000200279.1	SNORD114-10	72	0.035
ENSG00000200608.1	SNORD114-11	75	0
ENSG00000202270.1	SNORD114-12	75	0
ENSG00000201247.1	SNORD114-13	74	0
ENSG00000199593.1	SNORD114-14	75	0
ENSG00000201557.1	SNORD114-15	72	0
ENSG00000199914.1	SNORD114-16	70	0
ENSG00000201569.1	SNORD114-17	75	0
ENSG00000202142.1	SNORD114-18	72	0.915
ENSG00000199942.1	SNORD114-19	75	0
ENSG00000200823.1	SNORD114-2	78	0
ENSG00000202048.1	SNORD114-20	72	0
ENSG00000272344.1	SNORD114-21	72	0
ENSG00000202293.1	SNORD114-22	72	0.357
ENSG00000200406.1	SNORD114-23	72	0
ENSG00000201899.1	SNORD114-24	72	0
ENSG00000200612.1	SNORD114-25	72	0.915
ENSG00000200413.1	SNORD114-26	72	0
ENSG00000200636.1	SNORD114-27	70	0
ENSG00000200480.1	SNORD114-28	72	0
ENSG00000201689.1	SNORD114-29	70	0
ENSG00000201839.1	SNORD114-3	75	0.034
ENSG00000201318.1	SNORD114-30	72	0
ENSG00000200089.1	SNORD114-31	75	0
ENSG00000200832.1	SNORD114-4	75	0.748
ENSG00000199798.1	SNORD114-5	70	0.117
ENSG00000201263.1	SNORD114-6	72	0.744
ENSG00000199390.1	SNORD114-7	77	0
ENSG00000201240.1	SNORD114-9	72	0
ENSG00000201831.1	SNORD115-1	82	0
ENSG00000201943.1	SNORD115-10	81	0
ENSG00000200486.1	SNORD115-11	82	0
ENSG00000273835.1	SNORD115-13	82	0
ENSG00000199960.1	SNORD115-14	81	0
ENSG00000201679.1	SNORD115-15	81	0.756
ENSG00000200757.1	SNORD115-16	82	0
ENSG00000201482.1	SNORD115-17	82	0
ENSG00000199712.1	SNORD115-2	82	0
ENSG00000201326.1	SNORD115-22	82	0
ENSG00000200398.1	SNORD115-24	82	0
ENSG00000199489.1	SNORD115-25	82	0
ENSG00000275524.1	SNORD115-26	82	0
ENSG00000201300.1	SNORD115-27	82	0
ENSG00000200801.1	SNORD115-28	81	0
ENSG00000199970.1	SNORD115-3	82	0
ENSG00000200987.1	SNORD115-30	82	0
ENSG00000202188.1	SNORD115-31	82	0
ENSG00000200949.1	SNORD115-32	82	0
ENSG00000200593.1	SNORD115-33	82	0
ENSG00000201992.1	SNORD115-35	82	0
ENSG00000200638.1	SNORD115-37	82	0
ENSG00000201907.1	SNORD115-38	82	0
ENSG00000200564.1	SNORD115-39	82	0
ENSG00000200680.1	SNORD115-4	82	0
ENSG00000272460.1	SNORD115-40	82	0
ENSG00000200478.1	SNORD115-41	82	0
ENSG00000202261.1	SNORD115-44	82	0.05
ENSG00000212380.1	SNORD115-45	81	0
ENSG00000212528.1	SNORD115-47	86	0
ENSG00000201634.1	SNORD115-48	76	0.089
ENSG00000200503.1	SNORD115-5	82	0
ENSG00000200812.1	SNORD115-6	82	0
ENSG00000278089.1	SNORD115-7	82	0
ENSG00000200726.1	SNORD115-8	82	0
ENSG00000199782.1	SNORD115-9	82	0
ENSG00000207063.1	SNORD116-1	95	1.052
ENSG00000200661.1	SNORD116-10	102	4.998
ENSG00000206609.1	SNORD116-11	92	4.538
ENSG00000207197.1	SNORD116-12	92	4.643
ENSG00000207137.1	SNORD116-13	92	5.007
ENSG00000206621.1	SNORD116-14	92	7.001
ENSG00000207174.1	SNORD116-15	92	5.995
ENSG00000207263.1	SNORD116-16	92	8.006
ENSG00000206688.1	SNORD116-18	92	7.358
ENSG00000207460.1	SNORD116-19	92	8.371
ENSG00000207001.1	SNORD116-2	95	3.242
ENSG00000278715.1	SNORD116-20	92	33.641
ENSG00000275127.1	SNORD116-22	92	8.352
ENSG00000207375.1	SNORD116-23	92	7.416
ENSG00000207279.1	SNORD116-24	92	11.166
ENSG00000252326.1	SNORD116-25	92	9.243
ENSG00000251815.1	SNORD116-26	96	8.881
ENSG00000251896.1	SNORD116-27	92	5.819
ENSG00000278123.1	SNORD116-28	91	12.238
ENSG00000207245.1	SNORD116-29	83	14.916
ENSG00000207014.1	SNORD116-3	95	3.082
ENSG00000275529.1	SNORD116-4	96	3.511
ENSG00000207191.1	SNORD116-5	95	1.598
ENSG00000207093.1	SNORD116-8	95	0.908
ENSG00000201785.1	SNORD117	76	517.303
ENSG00000271852.1	SNORD11B	90	161.292
ENSG00000212304.1	SNORD12	90	1077.934
ENSG00000238886.1	SNORD121A	82	17.26
ENSG00000238300.1	SNORD121B	81	17.61
ENSG00000239112.1	SNORD123	70	1.361
ENSG00000238793.1	SNORD124	104	35.208
ENSG00000238344.1	SNORD126	77	50.435
